name	mbid
New Order	f1106b17-dcbb-45f6-b938-199ccfab50cc
Talking Heads	a94a7155-c79d-4409-9fcf-220cb0e4dc3a
Massive Attack	10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8
Vance Joy	df36f6db-5987-46ed-9d02-0cf36ed4e060
Two Door Cinema Club	6f1de078-6684-4792-820d-2ffad64c15ed
St. Vincent	5334edc0-5faf-4ca5-b1df-000de3e1f752
Bruce Springsteen	70248960-cb53-4ea4-943a-edb18f7d336f
Amy Winehouse	dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3
Iron Maiden	ca891d65-d9b0-4258-89f7-e6ba29d83767
Evanescence	f4a31f0a-51dd-4fa7-986d-3095c40c5ed9
Nine Inch Nails	b7ffd2af-418f-4be2-bdd1-22f8b48613da
Fleet Foxes	fa97dd36-1b82-43d7-a6e4-2adeafd59cef
My Chemical Romance	c07f0676-9143-4217-8a9f-4c26bd636f13
Grimes	7e5a2a59-6d9f-4a17-b7c2-e1eedb7bd222
Aphex Twin	f22942a1-6f70-4f48-866e-238cb2308fbd
Korn	ac865b2e-bba8-4f5a-8756-dd40d5e39f46
The Shins	6c8b9855-ba8b-48f9-ac1d-42167f7f7b18
Interpol	c44ff8d1-8c81-45c8-abd6-5feefb07b764
Placebo	979a39b4-2df9-4767-a3ca-7940e8aff05a
Beach House	d5cc67b8-1cc4-453b-96e8-44487acdebea
Hall & Oates	debabff3-2559-46e5-862d-ef2a906d7010
Neil Young	75167b8b-44e4-407b-9d35-effe87b223cf
Of Monsters and Men	9e103f85-7af7-41d7-b83b-49ba8f0c5abf
The Velvet Underground	94b0fb9d-a066-4823-b2ec-af1d324bcfcf
The Lumineers	bfcb6630-9b31-4e63-b11f-7b0363be72b5
The Neighbourhood	97b8d224-5660-419c-8dff-4b3bf0c33983
The Cranberries	c98d40fd-f6cf-4b26-883e-eaa515ee2851
Walk the Moon	d4aad415-9cd0-4845-9b05-0416fdcc9fc4
Hans Zimmer	e6de1f3b-6484-491c-88dd-6d619f142abc
Eric Clapton	618b6900-0618-4f1e-b835-bccb17f84294
Charli XCX	260b6184-8828-48eb-945c-bc4cb6fc34ca
Duran Duran	1a1cd7f3-e5df-4eca-bae2-2757c9e656b5
Morrissey	013fa897-86db-41d3-8e9f-386c8a34f4e6
Slowdive	a16371b9-7d36-497a-a9d4-42b0a0440c5e
Black Eyed Peas	d5be5333-4171-427e-8e12-732087c6b78e
Rammstein	b2d122f9-eadb-4930-a196-8f221eeb0c66
Prince	cdc0fff7-54cf-4052-a283-319b648670fd
Nick Cave & The Bad Seeds	172e1f1a-504d-4488-b053-6344ba63e6d0
Alice in Chains	4bd95eea-b9f6-4d70-a36c-cfea77431553
The 1975	5b6ebfe0-f72b-4902-bba9-74c8af0f1af0
Death Cab for Cutie	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6
Angus & Julia Stone	69837400-8e31-4949-aac2-00b46b4df126
Portishead	8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11
George Michael	ccb8f30e-4d71-40c4-8b1d-846dafe73e2c
Audioslave	020bfbb4-05c3-4c86-b372-17825c262094
Deftones	7527f6c2-d762-4b88-b5e2-9244f1e34c46
N*E*R*D	3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5
Nina Simone	2944824d-4c26-476f-a981-be849081942f
M.I.A.	b22d45dd-deae-4663-a782-542db02e25cf
Sonic Youth	be04c6a7-f7e8-4236-8124-3883d05eb259
Blondie	4d2956d1-a3f7-44bb-9a41-67563e1a0c94
Marina & the Diamonds	7f3d82ee-3817-4367-9eec-f33a312247a1
Earth, Wind & Fire	535afeda-2538-435d-9dd1-5e10be586774
Iron & Wine	c3f28da8-662d-4f09-bdc7-3084bf685930
King Krule	c0daae21-ec2a-4dd0-a323-4f53f5945d04
Miguel	f5c1f728-4bf0-48d6-aa2b-1d2e36e2cd56
Angel Olsen	185527bf-c293-4c24-8213-ed98fb8976be
London Grammar	4dbe08c1-b40a-43b3-ab89-210000bd8ab2
Air	ef3f5cea-b32e-4325-b8d4-96ae70a9fc2e
Feist	f463a056-ae06-445b-bab2-449b11482bf2
John Lennon	4d5447d7-c61c-4120-ba1b-d7f471d385b9
Iggy Pop	f37b3f31-b1f8-4b88-8cb5-b34f709b17d7
A Perfect Circle	078a9376-3c04-4280-b7d7-b20e158f345d
Lou Reed	9d1ebcfe-4c15-4d18-95d3-d919898638a1
Passenger	fd4ad65b-79e2-44c1-be13-79d4dab6e164
ABBA	d87e52c5-bb8d-4da8-b941-9f4928627dc8
Alvvays	99450990-b24e-4132-bb68-235f8c3e2564
Jessie J	d24fb461-dee8-41fc-bb15-2f13bb2644a6
Gwen Stefani	2e41ae9c-afd2-4f20-8f1e-17281ce9b472
Ben Howard	534dda3c-b73f-408b-8889-bd68eae84df6
Ramones	d6ed7887-a401-47a8-893c-34b967444d26
Blue Öyster Cult	c7423e0c-ab3e-4ab4-be10-cdff5a9d3062
Bring Me the Horizon	074e3847-f67f-49f9-81f1-8c8cea147e8e
Röyksopp	1c70a3fc-fa3c-4be1-8b55-c3192db8a884
Bee Gees	bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810
Three Days Grace	fabb37f8-eb2a-4cc1-a72a-b56935bbb72d
Sigur Rós	f6f2326f-6b25-4170-b89d-e235b25508e8
Jason Mraz	82eb8936-7bf6-4577-8320-a2639465206d
Brand New	edcea99a-630e-4567-a5b8-21b4c4a01ae2
Yo La Tengo	3f542031-b054-454d-b57b-812fa2a81b11
Crystal Castles	b1570544-93ab-4b2b-8398-131735394202
The Chemical Brothers	1946a82a-f927-40c2-8235-38d64f50d043
Snow Patrol	a66999a7-ae5c-460e-ba94-1a01143ae847
Johann Sebastian Bach	24f1766e-9635-4d58-a4d4-9413f9f98a4c
Elliott Smith	03ad1736-b7c9-412a-b442-82536d63a5c4
Real Estate	2ff0dfc6-0542-4bbc-a44a-60605c074ba6
Stone Temple Pilots	8c32bb01-58a3-453b-8050-8c0620edb0e5
Boards of Canada	69158f97-4c07-4c4e-baf8-4e4ab1ed666e
Future Islands	74963434-dcb6-4b14-98cc-99873b06db66
Paul Simon	05517043-ff78-4988-9c22-88c68588ebb9
Paul McCartney	ba550d0e-adac-4864-b88b-407cab5e76af
Keane	c7020c6d-cae9-4db3-92a7-e5c561cbad50
Wilco	9e53f84d-ef44-4c16-9677-5fd4d78cbd7d
Stone Sour	4ca783b7-5bf7-4348-b494-46680660050f
Lykke Li	cc7d4686-ea02-45fd-956e-94c1a322558c
James Blake	8dc08b1f-e393-4f85-a5dd-300f7693a8b8
Mogwai	d700b3f5-45af-4d02-95ed-57d301bda93e
Norah Jones	985c709c-7771-4de3-9024-7bda29ebe3f9
Echo & the Bunnymen	ccd4879c-5e88-4385-b131-bf65296bf245
Justice	f9c1cc73-36ba-4f8d-ba12-7d2490608886
Michael Bublé	611700cf-27f0-4dc9-ae80-c513a767853e
Washed Out	74a30f2a-dae6-4e99-8a75-cb0f93b31aa6
In Flames	31745282-b1ea-4d62-939f-226b14d68e7c
Phantogram	dfe78af2-779e-4137-826a-3073a16e3278
Kylie Minogue	2fddb92d-24b2-46a5-bf28-3aed46f4684c
Nick Jonas	d7baf435-0df0-4227-9b8f-aa1d8681988b
Courtney Barnett	55111838-f001-494a-a1b5-9d818db85810
Grouplove	d8e41375-bd8d-4e39-9da7-f0c171e97086
Foreigner	160629ab-ec18-4931-8c95-02cb92d06186
Five Finger Death Punch	7e8571b1-7c5a-4739-bc51-73d422ee9d74
Tycho	cbef45a9-7acb-4325-94c9-70081ac8d1b8
Mount Kimbie	4a3a5fc0-af4b-4990-957b-8d94f7bfe706
PJ Harvey	e795e03d-b5d5-4a5f-834d-162cfb308a2c
Perfume Genius	c4ff10e0-ae5a-467d-a409-6e0b4bf241eb
Pavement	36bfa85f-737b-41db-a8fc-b8825850ffc3
Cream	be212372-2e70-429a-bd5c-86239716edc4
Brian Eno	ff95eb47-41c4-4f7f-a104-cdc30f02e872
Mastodon	bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
The Flaming Lips	1f43d76f-8edf-44f6-aaf1-b65f05ad9402
Tom Waits	c3aeb863-7b26-4388-94e8-5a240f2be21b
Sting	7944ed53-2a58-4035-9b93-140a71e41c34
Iggy Azalea	3a052c99-8c18-484a-8beb-9873b4fb3106
Bill Withers	fd1a2d9d-9bb6-44de-83a3-41560658aba9
Ariel Pink	5882e375-503f-4bd2-89b1-967e0bfcb199
Anitta	d606b860-cc03-4959-a3fd-3a24bccf2560
Wolf Alice	3547f34a-db02-4ab7-b4a0-380e1ef951a9
Animal Collective	0c751690-c784-4a4f-b1e4-c1de27d47581
Cigarettes After Sex	34557d8f-ee4a-44ab-ae6e-49bb8ac604d0
Jamiroquai	f4857fb9-e255-4dc6-bd01-e4ca7cc68544
Meghan Trainor	b2029169-2574-4305-820f-252a5fde3697
Damien Rice	2119beb8-6ac5-4f21-82a4-b831c90c0024
Hot Chip	d8915e13-d67a-4aa0-9c0b-1f126af951af
Deerhunter	4f416ed7-dda2-45de-a6f1-b986e861cf4b
TV on the Radio	eb872766-98f6-453d-883f-2ae908a18315
Caribou	735e3514-a8ae-401f-af3b-6300df1b8d2c
Goo Goo Dolls	e2c00c56-8365-4160-9f40-a64682917633
Bibio	9f9953f0-68bb-4ce3-aace-2f44c87f0aa3
BADBADNOTGOOD	754294d5-d7d2-4ea2-8184-1dcaaf55a56f
Rush	eb62559f-2fb2-4879-af18-a23ea2ee91b1
Band of Horses	07b6020a-c539-4d68-aeef-f159f3befc76
First Aid Kit	e4466078-fb0f-4899-98a2-7c7dfeb14714
Nightwish	00a9f935-ba93-4fc8-a33a-993abe9c936b
My Bloody Valentine	8ca01f46-53ac-4af2-8516-55a909c0905e
Toro y Moi	3a6d6481-142d-423f-91d4-55bbfff318ed
Ella Fitzgerald	54799c0e-eb45-4eea-996d-c4d71a63c499
George Ezra	2c5e2a98-d9ea-46b5-9618-d9bb4863a920
KAYTRANADA	e56aee57-d90e-40cf-a70d-beb70f6f3c69
INXS	481bf5f9-2e7c-4c44-b08a-05b32bc7c00d
Supertramp	d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8
Breaking Benjamin	854a1807-025b-42a8-ba8c-2a39717f1d25
Tom Petty and The Heartbreakers	f93dbc64-6f08-4033-bcc7-8a0bb4689849
Black Rebel Motorcycle Club	32b90c92-9978-4a07-90eb-caa4b22f4907
Regina Spektor	fbb375f9-48bb-4635-824e-4120273b3ba7
Kate Bush	4b585938-f271-45e2-b19a-91c634b5e396
Devo	d2db1078-c170-4e22-b261-14f3ad60a690
Ramin Djawadi	f089f636-6b85-4e0e-a192-0d30ed2b44d1
Chromatics	c89ea689-c053-4d97-bada-8b81a6236f58
Kansas	69689acf-d9cd-4d20-a972-47db4ed51b1a
Jeff Buckley	e6e879c0-3d56-4f12-b3c5-3ce459661a8e
Steely Dan	e01c3376-15fa-40d7-b747-5f219bdefdd7
Beach Fossils	3df3818e-7984-4c62-bee3-81f95f8c6651
Alabama Shakes	40419b33-18e9-4d5a-a674-30b4bb14bac2
Pulp	76b2e842-5e85-4c97-ab62-d5bc315595b5
Jon Hopkins	0b0c25f4-f31c-46a5-a4fb-ccbf53d663bd
Yes	c1d4f2ba-cf39-460c-9528-6b827d3417a1
Bright Eyes	78f797e3-4913-4026-aad0-1cd858bd735b
Fatboy Slim	ba81eb4a-0c89-489f-9982-0154b8083a28
The Head and the Heart	98cb416e-5271-484c-ab3b-6bed6b4aae12
[unknown]	5dfdca28-9ddc-4853-933c-8bc97d87beec
Edward Sharpe & The Magnetic Zeros	4a069029-4f64-4946-b650-01aeb0b55d9d
Bombay Bicycle Club	0ae49abe-d6af-44fa-8ab0-b9ace5690e6f
Billy Idol	47c8f88b-987a-4b64-9175-2b1b57809727
Frédéric Chopin	81269a28-c616-4e87-8942-a6f8e59b68e4
Cat Power	05755bf1-380c-487f-983f-d1a02401fa28
Death Grips	f9133036-ab3d-4e97-bd11-7a2c98ad148a
The Jesus and Mary Chain	e938a15c-b17e-4e7a-9f68-ff0d536cab44
Kavinsky	eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa
Garbage	f9ef7a22-4262-4596-a2a8-1d19345b8e50
Heart	bdbd48f5-abf3-4a4f-9a21-4551dbc3fde9
Emancipator	aa1d4315-5246-42b2-b62b-f997d046d8b2
Rhye	aa914efa-d6cb-4816-906f-8edafb08418e
Pharrell Williams	149f91ef-1287-46da-9a8e-87fee02f1471
Flying Lotus	fc7376fe-1a6f-4414-b4a7-83f50ed59c92
Purity Ring	fdb53441-e5e6-4657-9aad-8dab672e1cdc
fun.	136c4166-85b3-4994-aa04-59857c434199
Cocteau Twins	000fc734-b7e1-4a01-92d1-f544261b43f5
The Knife	cf16d0a3-9d9c-44d4-b610-f0baccc27912
Offset	c0c401e0-eb84-4266-9ccb-9160988e7a8e
Goldfrapp	7b885d42-3c41-4f43-9944-a5855ec5155e
Ryan Adams	c80f38a6-9980-485d-997c-5c1a9cbd0d64
Yung Lean	757ed661-fbad-4e45-b1cd-a6b09f06f54a
DIIV	b5ff61dd-0154-4e80-b46b-c733f87db602
The Temptations	d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e
Neutral Milk Hotel	a506f761-2c22-4b2f-8a94-bd748c2c8f75
Hollywood Undead	321fdfbb-426b-43f7-8295-fa9aca6348d9
Melanie Martinez	0df563ec-1a79-486e-a46d-5b9862a40311
Converge	fa31e7d4-a03a-4110-98fc-f8826e95ec25
Little Dragon	c8a9ae11-63bf-409b-8bf3-a96b3712a2ff
Beirut	989276c4-d2e8-4599-a2a0-c9ebeba73104
Sharon Van Etten	5a2e9cd3-010a-4aae-9f83-629253284202
Opeth	c14b4180-dc87-481e-b17a-64e4150f90f6
Nick Drake	99ea432a-e3d8-42cb-9d5e-db316a6a8458
King Gizzard & The Lizard Wizard	f58384a4-2ad2-4f24-89c5-c7b74ae1cce7
The Pussycat Dolls	1fda852b-92e9-4562-82fa-c52820a77b23
The All-American Rejects	09885b8e-f235-4b80-a02a-055539493173
John Maus	c6be66af-28b4-4b87-a8ba-3f46ec6fe986
Whitney	c8adeb75-8ec5-4b0f-a5d3-13e87da1d19a
Blood Orange	e43daa78-3cf3-4cf9-bc27-af4d4e675a02
Elbow	3cb3928a-526c-4a3d-93c5-53315fa9bde0
Solange	ff7103c5-da9e-434d-b8aa-037424ba45ad
Thundercat	044fd265-79dd-43eb-afc4-8b20becf7e17
Owl City	ad279295-653f-42e1-9aaa-b731df2e78ba
James Vincent McMorrow	3b7b1fd3-6952-4aa8-9467-40b105d1039b
Die Antwoord	7e07ffb5-c0f6-4891-a74d-a5e12a247785
Sampha	130c2184-14f2-4180-a216-04b5a333be57
Gotye	6f6fd596-76e0-4b82-aa37-f558ac2d337b
Shinedown	adc0f033-95c2-4e0b-87bc-c23ed3f26ce6
Bleachers	58e235fc-f6ea-4614-9ed4-9855a5665ae1
BTS	0d79fe8e-ba27-4859-bb8c-2f255f346853
Peter Bjorn and John	32a83250-7e26-422d-b9ac-f4564343e9ce
Sade	67930b3e-e00b-469f-8c74-fd69f20522ec
Young the Giant	7fe96b15-5608-430e-ad25-77a01353c5d9
Dirty Projectors	71a94ed8-03cc-459a-bd35-a081ca88a402
UNKLE	6648391e-7890-4f6c-b939-976f215195d3
America	34cf95c7-4be9-4efd-a48a-c2ea4a0bb114
Kurt Vile	e07a111e-4e8a-4651-a849-01ac60551ab2
Philip Glass	5ae54dee-4dba-49c0-802a-a3b3b3adfe9b
Kelela	3599cf21-2ed3-405d-a1f1-b52ff7b28df8
Al Green	fb7272ba-f130-4f0a-934d-6eeea4c18c9a
Editors	0efe858c-89e5-4e47-906a-356fa953fd6e
Car Seat Headrest	0fabbc1d-8d94-4a61-bd1d-1099ad1e4559
Céline Dion	847e8a0c-cc20-4213-9e16-975515c2a926
The Human League	7adaabfb-acfb-47bc-8c7c-59471c2f0db8
FKA twigs	1e4e9db7-5068-4a9c-bdd0-5777e47172c8
Tegan and Sara	d13f0f47-36f9-4661-87fe-2de56f45c649
The Doobie Brothers	588dea29-eea3-456b-a815-3ee04f75c8e7
Misfits	936addc3-91aa-49de-8ec0-0dc186de151f
Billie Holiday	d59c4cda-11d9-48db-8bfe-b557ee602aed
The Cars	092b603f-eb4c-4958-b10e-02420de5885b
Thievery Corporation	a505bb48-ad65-4af4-ae47-29149715bff9
T. Rex	c842d29f-a297-48cd-bb71-4f77fd672b16
The Horrors	fe563c67-8e92-416b-bd6e-b53a04a42568
The Used	d48efc70-03a6-4877-9efd-477bf8e4f769
Cut Copy	caaba574-dfbc-4681-8e56-19b5150897d2
Kevin Morby	eac962e1-0295-4e69-a266-4dab2adb4f11
Metric	4449ccf6-c948-4d33-aa97-b6ad98ce4b5b
Siouxsie and the Banshees	78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2
Joni Mitchell	a6de8ef9-b1a1-4756-97aa-481bbb8a4069
Tracy Chapman	1129817c-488a-4096-80c1-77fc1b107c93
Foxygen	913e6848-6865-4717-ac5e-3bd9c22826be
Stromae	ab2528d9-719f-4261-8098-21849222a0f2
Silversun Pickups	b5bd9f88-962e-4730-84a7-795592ba42e8
Tricky	5bf64d94-efd9-4334-96fd-e6197b0b02b8
Capital Cities	119a2c67-e6d6-41cf-a58c-c51b75c80daa
Jaden Smith	166cb987-3156-4166-b0d3-f1ad5a6c514c
Explosions in the Sky	4236acde-2ce2-441c-a3d4-38d55f1b5474
Rob Zombie	c995a379-60b9-404b-bd97-a7e2de0751d3
Sara Bareilles	e54be6b7-5c26-4b47-bb3f-c137429b9b55
Glee Cast	29542149-a818-4167-aa91-439adc9d61f5
Ghost	ed81302a-c095-4f0d-a243-ec362956fee7
Hoobastank	2fa0d3ac-b64c-401a-b0a1-4915ba6cc157
Theory of a Deadman	183e636e-d41c-43fe-a428-8a034eb20c7b
Ray Parker Jr.	af9c073c-f230-4527-8fcd-2338fe1e129e
Dean Martin	5e6c760b-42e0-4df4-a221-0269355da00a
The Psychedelic Furs	9f930ddf-be2f-4de5-a39f-7ae47305752e
Simple Plan	b345af35-205e-4eca-8006-029e5c20127e
Earl Sweatshirt	8b22acd6-20e6-4463-a75c-c14b5cfdb666
Ice Cube	1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2
Laura Marling	cd9713d6-6e5f-4143-9412-4d12b7bd47f2
Dio	c55193fb-f5d2-4839-a263-4c044fca1456
Sepultura	1d93c839-22e7-4f76-ad84-d27039efc048
The Vaccines	aa76ec08-45ab-4724-9411-d80b0e59ac59
Supergrass	6386ddff-0d13-4685-9f0a-a82bf022fb1c
Paloma Faith	f23f6dd0-bfb0-43d5-bf06-eae4315db502
Christina Perri	38d363c7-fdcb-4308-9474-a0d14ab8d9b7
Mika	e4914285-d20d-4fc2-ae32-42cba8aeeed0
R. Kelly	c2d25856-a09a-4d15-b404-77dd19c19e63
Claude Debussy	be50643c-0377-4968-b48c-47e06b2e2a3b
Eels	14387b0f-765c-4852-852f-135335790466
Sylvan Esso	c4593b34-2a94-4e44-ae10-4a0f4c0b4da8
Tennis	c1b3e591-7851-4b27-8534-4d22329a7b06
Kool & The Gang	2469950a-f0ca-425a-bfbc-baf55ea3afde
The Avalanches	a6623d39-2d8e-4f70-8242-0a9553b91e50
The Hives	487bfd74-71bf-46dd-b89c-80b7a0f06f2f
Zero 7	c23b637b-97c6-41eb-8ef6-6c724efc80a8
Machine Head	ccd57217-fe4b-406d-8e20-567d25120338
Andrew Bird	081b133e-ce74-42ba-92c1-c18234acb532
Thin Lizzy	6a726ac6-019e-455c-8bbb-571a77bed52e
Europe	ccfe7a3c-1a45-4984-a8d0-644549cefe61
Jethro Tull	ece57992-dc2e-4f67-a269-fa43626c1a3d
Killswitch Engage	8295ee00-0096-461d-95c7-c2263d2a4c6d
Becky G	eb90c8b8-d733-4c14-a293-105c3d1ba9b3
Cass McCombs	c213f661-70a8-42aa-b858-62f5bd2d72e9
Blonde Redhead	6821bf3f-5d5b-4b0f-8fa4-79d2ab2d9219
Within Temptation	eace2373-31c8-4aba-9a5c-7bce22dd140a
TOKiMONSTA	96f6ec97-998c-4991-b836-7b71feb3ca6f
Danny Elfman	5b24fbab-c58f-4c37-a59d-ab232e2d98c4
Benjamin Francis Leftwich	b9e82c61-c1ec-4b42-9233-ca3567d2f2da
Flight Facilities	785e1c02-f535-4fc0-a1d6-23de849ebdcb
Patti Smith	d135874d-9cae-4fef-97e3-36acbd9f5a26
Dinosaur Jr.	77c167d2-4965-4421-830a-9815e4956475
Leona Lewis	8d552dfc-648f-401f-90de-e925013ca537
Godspeed You! Black Emperor	3648db01-b29d-4ab9-835c-83f6a5068fe4
Baths	84a5c934-8318-4080-8606-32b80e1b054a
Staind	777a21a8-0d0f-4cf3-86b4-65bc0eba5649
Primal Scream	55704c38-224f-4b75-b29f-d43653f8bc9a
The Stooges	794c6bf2-3241-416f-9b8f-24e2d84a1c4b
Roxy Music	331ce348-1b08-40b9-8ed7-0763b92bd003
Bad Religion	149e6720-4e4a-41a4-afca-6d29083fc091
Peter Gabriel	8e66ea2b-b57b-47d9-8df0-df4630aeb8e5
Kraftwerk	5700dcd4-c139-4f31-aa3e-6382b9af9032
Honne	58b599cd-b1de-45e3-863a-3b54194a0f20
Porcupine Tree	169c4c28-858e-497b-81a4-8bc15e0026ea
Chelsea Wolfe	60e8e938-365e-4429-a141-4c79eb49588d
The Drums	c3ecef5d-84f3-4942-8c24-0a626343c3f4
Azealia Banks	0c3505e7-d884-43cf-9028-d318607190a4
The Tallest Man on Earth	7e35659f-f3bb-4c28-bcf5-47bd5cfa2bca
Devendra Banhart	0110e63e-0a9b-4818-af8e-41e180c20b9a
Def Leppard	7249b899-8db8-43e7-9e6e-22f1e736024e
Skepta	38474d18-9204-4f60-a137-1fcc6750b869
Fiona Apple	a9ee533f-8871-4f62-a6bb-91eb264abc90
Manic Street Preachers	32efea44-6cb5-4b4f-bdaa-c8b8f6cef981
Talk Talk	a74f43e4-50c4-4b19-a2ce-c05ce9bccb03
Bush	d5319d7c-7c20-430e-acef-2718aaa90554
Santigold	97b20fe3-0924-4a5f-9955-d0b5c5f9587f
Amon Amarth	5b687684-ad34-4a9f-b425-0e7aa81fbd38
MF DOOM	188711ed-c99b-439c-844a-ca831f63a727
Morcheeba	067102ea-9519-4622-9077-57ca4164cfbb
The Pretty Reckless	54f8c12e-571c-4c5a-9f79-5336b39e84b0
Homeshake	377c4d69-7c77-4186-b536-c4ecd8d97be6
Big K.R.I.T.	7e966957-9b0b-4e19-b8a0-4206535d8052
The Pretenders	e9c832b0-384b-4ee6-aec0-111372784aac
Cypress Hill	51508c1f-8d07-4a00-9cf1-26c570fe7b78
Drowning Pool	87a73cf0-ebdf-483d-8b5a-3db1e5e72122
Jack White	3ae2fb37-8a23-429d-9920-bac811c4fc22
Natalie Imbruglia	60530915-9371-4b16-bc31-5c4456317ae0
Groove Armada	35723b60-732e-4bd8-957f-320b416e7b7f
SBTRKT	7f2aa196-cfd4-4a3d-ace3-28b7b6a79af7
BROODS	68205c8f-9518-4b49-8df7-bd297da67599
Nightmares on Wax	b8c5cc4f-239f-4e02-b46f-b040b77c2030
Chris Isaak	479497d4-e7c2-4e78-972e-56e78fac3995
Madvillain	4e024037-14b7-4aea-99ad-c6ace63b9620
Dropkick Murphys	e8374874-4178-4869-b92e-fef6bf30dc04
AlunaGeorge	e9da3ed5-eb9a-4f70-a0ed-4e59e380601f
Digitalism	7b52603c-a84c-4a76-8dc8-899bb4dd9fa7
Missy Elliott	a0b8cb9e-7532-45fe-a74c-30e7c4009a39
Fugazi	233fc3f3-6de2-465c-985e-e721dbabbace
Commodores	fd525564-a737-47d7-875c-ad810d89c9a9
Janet Jackson	6be2828f-6c0d-4059-99d4-fa18acf1a296
JoJo	ed29398b-bbf3-42a0-8eff-8631509c271d
Chicago	a6825a24-05b5-4a6f-b9e6-965e30e84534
Pentatonix	79c67eb5-3851-4b28-bfe0-3adfcd6f58d7
Volbeat	4753fcb7-9270-493a-974d-8daca4e49125
Apocalyptica	788ad31c-bf0c-4a31-83f8-b8b130d79c76
Grateful Dead	6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6
Nosaj Thing	b476bc5e-19ca-4e5a-82c8-1a068d601a7d
Crowded House	9854d99f-d954-4c0f-9ae5-58a0cdd885f5
Dr. Dog	e9aed5e5-ed35-4244-872e-194862290295
Ciara	03172286-f7ed-4864-a4db-459cd5ca9790
Vangelis	57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f
Klaxons	63011a8d-0117-4f7e-9991-1ef1f337ff70
Com Truise	51f1ca49-846a-4ef1-b4fa-187ecc88bbe5
Lukas Graham	124cec07-44f1-4a99-9aaa-96a5bb9ec0bd
The Internet	45804465-4271-4e6a-b881-ce668ef09530
Sabaton	39a31de6-763d-48b6-a45c-f7cfad58ffd8
Neon Indian	e8238c02-1cf0-4a51-bfd0-cee93904d351
Paolo Nutini	24ea074c-59cc-41c5-a5de-f68c2952965f
Frank Zappa	e20747e7-55a4-452e-8766-7b985585082d
Erik Satie	e1d521ea-5b97-4981-987c-ba988b2a87d7
of Montreal	8475297d-fb78-4630-8d74-9b87b6bb7cc8
Helloween	765774a0-2060-469b-8b7d-612eea48579b
Nick Mulvey	ee910c7a-56df-4df3-bef8-aa94a3adef8b
Majid Jordan	abaa7001-0d80-4e58-be5d-d2d246fd9d87
Orchestral Manoeuvres in the Dark	6d072aa8-c851-49c5-92f9-cbca05f4bed9
Erykah Badu	321531fc-db73-4ffa-a959-61a61a2908c1
The Brian Jonestown Massacre	381e8434-109a-439c-8acc-5d328359f2e0
Can	f3372768-06b5-4b1f-8f85-857dd758c42c
Kiasmos	3252542b-98a7-48ba-9861-7a612b16c227
Kings of Convenience	cf0f4547-ffbd-4011-98ad-0bec9ba022db
J Dilla	cbcbb22c-3a8d-46af-b4ba-09c98f0d7931
Mobb Deep	d75d1f08-bbb8-4eae-9877-399ca9121197
Villagers	22f6ed4d-c1ce-4f7b-8e69-a5761a9de9aa
Grouper	7e571e09-887e-4544-b993-eb75e7837ec1
Asking Alexandria	9d2fde91-4633-430d-87f0-2b9bbb7fa451
La Roux	88d1360a-bc2d-47df-90d1-d2de285560aa
Diana Ross	60d41417-feda-4734-bbbf-7dcc30e08a83
Corinne Bailey Rae	bc85c6f6-6b06-44c1-8754-ef32c1e6b824
Ride	3f575ecd-627d-4f08-a89f-abd46d469c7e
PVRIS	de210c9e-fbf6-4827-987f-dd8885f5d890
Blind Melon	38c5cdab-5d6d-43d1-85b0-dac41bde186e
Robert Plant	bd53f9a7-8be9-46b0-bf7d-1deea3cb57bc
The Pharcyde	d7134426-a937-43bf-bc54-f10ad8102ed9
Sonata Arctica	319b1175-ced9-438f-986b-9239c3edd92d
Styx	835a6d9c-fea0-4a71-ae52-9c4da946433a
Carly Simon	c4df30f5-5487-4806-9189-b69c9f27532c
Trapt	8876c0be-ccff-4d46-aa91-7f935a3b3b6b
Shakey Graves	24ca022c-653e-4379-812a-71f729b900ef
Eagles of Death Metal	de11b037-d880-40e0-8901-0397c768c457
Lamb	d0cd81a5-0d64-404e-9bd3-932c019694b3
Stevie Ray Vaughan	f5426431-f490-4678-ad44-a75c71097bb4
Stars	a9e6f9a1-575f-4e03-9488-b9e022c6d3b3
Amorphis	efaefde1-e09b-4d49-9d8e-b1304d2ece8d
Bridgit Mendler	f59f7cee-8f6a-4a6f-b23c-f3b5fdf6208f
Ty Segall	07a17571-81fc-4cf8-a634-98f0d926d313
Pond	8154377a-42a4-4fe2-a367-689a86ff07f7
Chico Buarque	3a5d1cc7-627e-48ea-aba3-fdd20d782c33
The Yardbirds	191de76f-a224-445d-b041-54df16d65bf7
